Palabra,FrecPos,FrecNeg,LogPos,LogNeg,LogP(POS),LogP(NEG)
end,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
goes,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
go,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
store,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
nokia,2,5,-6.612936690961036,-5.926036741785527,-0.677711372430106,-0.7088249932791751
searched,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
internet,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
loop,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
needed,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tiny,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
reccommend,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
clipping,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
deffinitely,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
50,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
cents,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
upandcoming,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
earphone,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
allot,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
clearer,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
mic,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
purcashed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
flops,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
having,1,4,-7.018401799069201,-6.108358298579481,-0.677711372430106,-0.7088249932791751
auto,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
reverse,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tape,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
player,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
essentially,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
microsofts,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tech,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
support,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
cheap,3,6,-6.3252546185092555,-5.771886061958268,-0.677711372430106,-0.7088249932791751
hey,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pleasantly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
suprised,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
low,4,5,-6.102111067195046,-5.926036741785527,-0.677711372430106,-0.7088249932791751
cost,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
instructions,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
provided,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
were,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
sorry,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
antena,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
features,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
form,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
factor,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
expected,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
consumer,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
experience,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
loves,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
within,1,5,-7.018401799069201,-5.926036741785527,-0.677711372430106,-0.7088249932791751
promised,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
timeframe,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
possibility,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
double,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
booking,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
impressed,4,4,-6.102111067195046,-6.108358298579481,-0.677711372430106,-0.7088249932791751
job,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sturdiness,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
geeky,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
thats,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
sex,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
toast,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
oozes,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
down,2,4,-6.612936690961036,-6.108358298579481,-0.677711372430106,-0.7088249932791751
embedded,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
sleek,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
stylish,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
leather,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
trouble,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
note,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
phones,4,4,-6.102111067195046,-6.108358298579481,-0.677711372430106,-0.7088249932791751
appearance,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
rather,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
bland,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
model,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
gotten,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
lot,5,2,-5.919789510401091,-6.619183922345472,-0.677711372430106,-0.7088249932791751
compliments,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
weight,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
hardly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
notice,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
accept,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
except,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
cbr,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
mp3s,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
preferably,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ripped,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
windows,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
media,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tried,4,3,-6.102111067195046,-6.331501849893691,-0.677711372430106,-0.7088249932791751
other,6,3,-5.765638830573833,-6.331501849893691,-0.677711372430106,-0.7088249932791751
bluetooths,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
listener,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ease,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wrong,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
size,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
excrutiatingly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
youll,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
thin,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
cutouts,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
placed,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
videos,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
crap,0,5,-7.711548979629146,-5.926036741785527,-0.677711372430106,-0.7088249932791751
2mp,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pics,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
call,1,6,-7.018401799069201,-5.771886061958268,-0.677711372430106,-0.7088249932791751
exercise,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
frustration,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
home,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
stereo,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
advise,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
12,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
mega,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pixel,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
being,4,3,-6.102111067195046,-6.331501849893691,-0.677711372430106,-0.7088249932791751
part,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
reasonably,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
good7,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
reaching,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
bottom,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
row,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
send,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
keys,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
where,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
expect,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
be3,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
seller,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cases,5,0,-5.919789510401091,-7.717796211013582,-0.677711372430106,-0.7088249932791751
order,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
choice,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
yearsgreat,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cancellation,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
adapter,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
provide,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sprint,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
plugged,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
find,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
darn,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
purchasing,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
jx10,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
series,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
flawlessly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ringer,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
choices,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
bother,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
plenty,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
capacity,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
confortable,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
somewhat,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
extended,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
periods,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
button,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
felt,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
crack,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
echo,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
problemvery,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
unsatisfactory,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
under,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
longwearing,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
conditions,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
igo,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
brand,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
phonesmp3,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
players,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
family,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
runs,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
quickly,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
took,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
6,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
inches,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
above,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
kitchen,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
counter,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
crackedi,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
laughing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
particular,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
angle,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
party,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
clearly,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
put,1,5,-7.018401799069201,-5.926036741785527,-0.677711372430106,-0.7088249932791751
onid,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
avoiding,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
iriver,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
spinn,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
strange,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ticking,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
noises,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ends,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sounded,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ok,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
wifes,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
almost,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
totally,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
unintelligible,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
she,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
understand,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
word,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
said,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
distorted,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
yell,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
warning,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
wind,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sister,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
described,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
nightmare,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hours,1,4,-7.018401799069201,-6.108358298579481,-0.677711372430106,-0.7088249932791751
literally,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
drained,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
dying,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
razr,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
owneryou,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
came,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
earbud,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
tips,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
packaged,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
intended,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
total,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
package,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
keep,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
overnight,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
state,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
allow,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
usage,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
driving,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
huge,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
flaw,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
unless,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
correctly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
lasted,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
blew,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
utterly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
confusing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
caused,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
lose,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
contacts,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
flimsy,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
plastic,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
front,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
or,8,14,-5.514324402292926,-5.009746009911372,-0.677711372430106,-0.7088249932791751
protection,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
whatsoever,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
handsfree,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
gadgets,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
basically,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
broke,0,8,-7.711548979629146,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
months,2,6,-6.612936690961036,-5.771886061958268,-0.677711372430106,-0.7088249932791751
displeased,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
upload,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ringtones,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
third,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
modest,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
priced,5,0,-5.919789510401091,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cellular,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
buds,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
play,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
music,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
satisfied,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ready,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
prime,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
care,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
tell,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
coming,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
worthless,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
biggest,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
complaint,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
drains,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
superfast,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
mode,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
purchased,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
longer,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
yet,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
run,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
bars,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
might,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
ergonomic,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
theory,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
stand,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
awesome,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
2000,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
abovepretty,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ideal,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
whose,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
sensitive,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
show,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
junk,0,8,-7.711548979629146,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
inexcusable,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
returning,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
perhaps,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
changing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
carriers,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
usable,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
keyboard,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
actually,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
turns,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
realworld,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
useful,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
machine,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
instead,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
neat,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
gadget,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
construction,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
poorly,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
contstruct,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hinge,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
want,1,4,-7.018401799069201,-6.108358298579481,-0.677711372430106,-0.7088249932791751
howeverthe,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
riingtones,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
neither,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
defect,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
risk,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
buying,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
built,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
alone,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
